parent folder,file name,modality,kspace shape,reconstruction shape,kspace nan or inf count,reconstruction nan or inf count,kspace min,kspace max,kspace mean,kspace std,reconstruction min,reconstruction max,reconstruction mean,reconstruction std
MultiCoil,P071_T1map.h5,T1map,"(9, 5, 10, 512, 144)","(9, 5, 512, 144)",0,0,0.0,0.0064809015,1.638556e-05,4.891337e-05,2.0456164e-06,0.0021830327,7.820693e-05,0.00014315602
MultiCoil,P184_cine_lvot.h5,lvot,"(12, 1, 10, 416, 168)","(12, 1, 416, 168)",0,0,2.7686253e-09,0.0044495137,2.568525e-05,6.589996e-05,1.0397707e-06,0.0013584145,0.00012953764,0.00018233301
MultiCoil,P156_cine_sax.h5,sax,"(12, 11, 10, 512, 246)","(12, 11, 512, 246)",0,0,1.7368529e-09,0.010304369,2.684797e-05,8.5560394e-05,1.7808422e-06,0.0039230916,0.00012345072,0.00025529147
MultiCoil,P183_aorta_tra.h5,tra,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,5.107313e-10,0.002420196,1.4780917e-05,3.0108056e-05,1.4293196e-06,0.0063297376,4.934862e-05,9.388521e-05
MultiCoil,P041_T2map.h5,T2map,"(3, 6, 10, 384, 116)","(3, 6, 384, 116)",0,0,0.0,0.0051077297,1.1923301e-05,3.9439416e-05,2.0349048e-06,0.0015943008,6.274604e-05,0.00011418966
MultiCoil,P033_cine_lvot.h5,lvot,"(12, 1, 10, 416, 168)","(12, 1, 416, 168)",0,0,7.4867423e-10,0.0043653375,2.7489774e-05,5.8458147e-05,1.4348873e-06,0.0013667865,0.00011140058,0.0001712318
MultiCoil,P046_cine_lax.h5,lax,"(12, 3, 10, 448, 204)","(12, 3, 448, 204)",0,0,2.2535431e-09,0.007013761,1.9892126e-05,6.5732274e-05,1.4684973e-06,0.0029987486,9.3960036e-05,0.00019579529
MultiCoil,P049_T2map.h5,T2map,"(3, 5, 10, 384, 116)","(3, 5, 384, 116)",0,0,0.0,0.004785871,1.2994983e-05,4.1021478e-05,2.0349746e-06,0.002433096,6.381152e-05,0.00012018491
MultiCoil,P149_cine_lvot.h5,lvot,"(12, 1, 10, 416, 168)","(12, 1, 416, 168)",0,0,4.9118305e-09,0.003513263,2.277771e-05,5.2315718e-05,1.608927e-06,0.0014969248,0.00010362392,0.00014771473
MultiCoil,P161_T2map.h5,T2map,"(3, 5, 10, 384, 116)","(3, 5, 384, 116)",0,0,0.0,0.006051144,1.35588225e-05,4.543027e-05,2.0052805e-06,0.0017259389,7.4565e-05,0.0001300676
MultiCoil,P129_T1map.h5,T1map,"(9, 6, 10, 512, 144)","(9, 6, 512, 144)",0,0,0.0,0.005456838,1.8640607e-05,5.06578e-05,1.9800113e-06,0.0031975792,8.145576e-05,0.00015000616
MultiCoil,P106_T1map.h5,T1map,"(9, 6, 10, 512, 144)","(9, 6, 512, 144)",0,0,0.0,0.005749884,2.0014153e-05,6.500587e-05,2.026778e-06,0.0029701476,9.425853e-05,0.0001933357
MultiCoil,P108_T2map.h5,T2map,"(3, 6, 10, 384, 116)","(3, 6, 384, 116)",0,0,0.0,0.005124849,1.27542635e-05,4.0511557e-05,2.1212347e-06,0.0018164843,6.419843e-05,0.00011797093
MultiCoil,P038_T2map.h5,T2map,"(3, 6, 10, 384, 116)","(3, 6, 384, 116)",0,0,0.0,0.005770423,1.045611e-05,3.868608e-05,2.1781086e-06,0.001517744,5.6144912e-05,0.00011360976
MultiCoil,P171_T1map.h5,T1map,"(9, 5, 10, 512, 144)","(9, 5, 512, 144)",0,0,0.0,0.00557702,1.9830777e-05,5.9067494e-05,2.31989e-06,0.0029095055,9.241098e-05,0.00017401857
MultiCoil,P183_T2map.h5,T2map,"(3, 5, 10, 384, 116)","(3, 5, 384, 116)",0,0,0.0,0.0070725456,9.920912e-06,5.0177743e-05,2.0845107e-06,0.002003845,7.185784e-05,0.00014490941
MultiCoil,P027_cine_lvot.h5,lvot,"(12, 1, 10, 416, 168)","(12, 1, 416, 168)",0,0,5.4680744e-09,0.004504117,2.8582544e-05,6.321314e-05,1.5725541e-06,0.0013512615,0.00012761774,0.00017844426
MultiCoil,P186_cine_sax.h5,sax,"(12, 10, 10, 512, 246)","(12, 10, 512, 246)",0,0,9.784452e-10,0.008934848,2.834028e-05,9.1262766e-05,1.6671197e-06,0.0048540607,0.00011861566,0.0002779407
MultiCoil,P066_T2map.h5,T2map,"(3, 5, 10, 384, 116)","(3, 5, 384, 116)",0,0,0.0,0.0035554168,1.18383505e-05,3.871801e-05,1.9190995e-06,0.0019113986,6.0600694e-05,0.000112782385
MultiCoil,P018_T1map.h5,T1map,"(9, 5, 10, 512, 144)","(9, 5, 512, 144)",0,0,0.0,0.0057556983,1.8873247e-05,5.7744273e-05,1.8830341e-06,0.0029798278,9.0161906e-05,0.00016963731
MultiCoil,P051_cine_lvot.h5,lvot,"(12, 1, 10, 416, 168)","(12, 1, 416, 168)",0,0,3.6198842e-09,0.0072214277,2.2226157e-05,5.6977373e-05,1.3664485e-06,0.002385869,0.00010286424,0.00016377782
MultiCoil,P132_cine_lax.h5,lax,"(12, 3, 10, 448, 204)","(12, 3, 448, 204)",0,0,1.4623917e-09,0.0075662197,2.1933618e-05,6.96913e-05,1.4376664e-06,0.003571949,9.801088e-05,0.00020922096
MultiCoil,P013_cine_lvot.h5,lvot,"(12, 1, 10, 416, 168)","(12, 1, 416, 168)",0,0,3.2956315e-09,0.0060140174,3.1018262e-05,9.4146126e-05,1.2764117e-06,0.0037402909,0.00013320491,0.00028374753
MultiCoil,P167_aorta_tra.h5,tra,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,8.304877e-10,0.0046671103,2.0890902e-05,5.0590603e-05,1.4049812e-06,0.0021303198,7.9561876e-05,0.00015371488
MultiCoil,P147_T2map.h5,T2map,"(3, 6, 10, 384, 116)","(3, 6, 384, 116)",0,0,0.0,0.005407285,1.3506201e-05,4.254635e-05,1.9365887e-06,0.0015871143,7.036967e-05,0.00012236908
MultiCoil,P030_aorta_sag.h5,sag,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,1.5889404e-09,0.0030942028,1.6597261e-05,3.7709877e-05,1.554423e-06,0.0018503257,5.8079335e-05,0.00011662686
MultiCoil,P153_cine_lvot.h5,lvot,"(12, 1, 10, 416, 168)","(12, 1, 416, 168)",0,0,5.8460867e-09,0.0051393183,3.291433e-05,5.9587524e-05,1.4429938e-06,0.0018119215,0.000121160156,0.0001779338
MultiCoil,P065_T2map.h5,T2map,"(3, 5, 10, 384, 116)","(3, 5, 384, 116)",0,0,0.0,0.0035713185,9.7182165e-06,3.1571144e-05,1.6480507e-06,0.0010565162,5.0195064e-05,9.160931e-05
MultiCoil,P048_aorta_sag.h5,sag,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,7.9400236e-10,0.002899548,1.5932166e-05,3.6986534e-05,1.5354195e-06,0.0014879255,5.8711372e-05,0.000113010334
MultiCoil,P179_aorta_sag.h5,sag,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,1.4734518e-09,0.0039433837,1.7794875e-05,5.0964405e-05,1.433365e-06,0.0016518332,7.682493e-05,0.00015244087
MultiCoil,P033_aorta_sag.h5,sag,"(12, 10, 10, 416, 168)","(12, 10, 416, 168)",0,0,1.5332066e-09,0.0033234898,2.2397835e-05,4.224411e-05,1.3705019e-06,0.0025346493,6.877459e-05,0.00013465645
MultiCoil,P142_cine_sax.h5,sax,"(12, 11, 10, 512, 246)","(12, 11, 512, 246)",0,0,2.783493e-10,0.008060875,2.267786e-05,7.242355e-05,1.7312096e-06,0.0033117724,0.00010277141,0.00021687042
MultiCoil,P155_cine_sax.h5,sax,"(12, 9, 10, 512, 246)","(12, 9, 512, 246)",0,0,4.950435e-10,0.00939503,2.210898e-05,6.678006e-05,1.8157469e-06,0.003915758,9.9753495e-05,0.00019882937
MultiCoil,P142_aorta_sag.h5,sag,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,1.8950492e-09,0.0046884455,1.851189e-05,3.749433e-05,1.4928199e-06,0.0015091981,6.579761e-05,0.00011469872
MultiCoil,P087_aorta_sag.h5,sag,"(12, 2, 10, 416, 168)","(12, 2, 416, 168)",0,0,1.1061713e-09,0.0017462753,1.8569664e-05,3.284591e-05,1.5073384e-06,0.0018412492,5.5405177e-05,0.00010567458
MultiCoil,P049_T1map.h5,T1map,"(9, 5, 10, 512, 144)","(9, 5, 512, 144)",0,0,0.0,0.005986646,2.08708e-05,6.614125e-05,2.2360653e-06,0.003523513,9.420038e-05,0.00019806267
MultiCoil,P175_T2map.h5,T2map,"(3, 5, 10, 384, 116)","(3, 5, 384, 116)",0,0,0.0,0.0040688696,1.3417204e-05,4.0976072e-05,1.8599931e-06,0.0015913037,6.7168694e-05,0.00011865481
MultiCoil,P113_cine_sax.h5,sax,"(12, 10, 10, 512, 162)","(12, 10, 512, 162)",0,0,1.0599862e-09,0.006074677,1.790602e-05,4.4653792e-05,1.7418046e-06,0.0021271347,7.5453456e-05,0.00013210851
MultiCoil,P172_T1map.h5,T1map,"(9, 5, 10, 512, 144)","(9, 5, 512, 144)",0,0,0.0,0.006245479,1.7230768e-05,5.181874e-05,2.2610436e-06,0.003252161,8.5183805e-05,0.00015021503
MultiCoil,P032_T1map.h5,T1map,"(9, 6, 10, 512, 144)","(9, 6, 512, 144)",0,0,0.0,0.0055079553,1.641856e-05,4.8282433e-05,2.080926e-06,0.0030491564,6.9038906e-05,0.00014574382
MultiCoil,P065_aorta_tra.h5,tra,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,1.9543532e-10,0.0024551526,9.735747e-06,2.4013798e-05,1.4104967e-06,0.0023954986,3.4051303e-05,7.4531745e-05
MultiCoil,P013_cine_lax.h5,lax,"(12, 3, 10, 448, 204)","(12, 3, 448, 204)",0,0,3.252573e-09,0.0067382613,2.227129e-05,6.250143e-05,1.215211e-06,0.0028644963,8.9971785e-05,0.00018955076
MultiCoil,P020_cine_lvot.h5,lvot,"(12, 1, 10, 416, 168)","(12, 1, 416, 168)",0,0,9.578405e-09,0.007235325,3.225234e-05,7.521684e-05,1.4554346e-06,0.0018317183,0.00014558695,0.00021396801
MultiCoil,P036_T2map.h5,T2map,"(3, 5, 10, 384, 116)","(3, 5, 384, 116)",0,0,0.0,0.0040391977,1.26626155e-05,3.904694e-05,1.8689266e-06,0.0015332481,6.490062e-05,0.00011241871
MultiCoil,P096_cine_lax.h5,lax,"(12, 3, 10, 448, 204)","(12, 3, 448, 204)",0,0,3.4948305e-10,0.0057395506,2.261404e-05,6.4468724e-05,1.3597173e-06,0.0027419638,0.00010070393,0.00019114095
MultiCoil,P182_aorta_tra.h5,tra,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,3.3829406e-10,0.0038981338,1.2793959e-05,4.07892e-05,1.2849753e-06,0.001505138,6.0156508e-05,0.000121060584
MultiCoil,P199_aorta_tra.h5,tra,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,9.058807e-10,0.00399477,1.9450661e-05,5.67114e-05,1.1623354e-06,0.004631891,9.224396e-05,0.00016563856
MultiCoil,P186_T1map.h5,T1map,"(9, 5, 10, 512, 144)","(9, 5, 512, 144)",0,0,0.0,0.005722554,2.0599351e-05,5.8353944e-05,2.1505157e-06,0.004283293,8.744048e-05,0.00017506948
MultiCoil,P058_T1map.h5,T1map,"(9, 5, 10, 512, 144)","(9, 5, 512, 144)",0,0,0.0,0.0053081024,1.807648e-05,5.9487862e-05,1.937977e-06,0.0037915753,8.3469975e-05,0.0001780124
MultiCoil,P101_T1map.h5,T1map,"(9, 5, 10, 512, 144)","(9, 5, 512, 144)",0,0,0.0,0.006204612,1.7917937e-05,6.0655177e-05,2.0359132e-06,0.0026848807,8.873453e-05,0.00017924065
MultiCoil,P094_aorta_sag.h5,sag,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,9.657145e-10,0.0025340046,1.3780129e-05,2.9571467e-05,1.6269453e-06,0.0013393225,5.286274e-05,8.859558e-05
MultiCoil,P160_T1map.h5,T1map,"(9, 5, 10, 512, 144)","(9, 5, 512, 144)",0,0,0.0,0.0064543835,2.2924083e-05,6.636716e-05,2.094422e-06,0.0038045696,0.00011044754,0.00019261995
MultiCoil,P099_cine_lax.h5,lax,"(12, 3, 10, 448, 204)","(12, 3, 448, 204)",0,0,1.0633265e-09,0.0060382574,2.5408552e-05,7.255245e-05,1.3628759e-06,0.0038745909,0.00010159249,0.00022084724
MultiCoil,P060_T1map.h5,T1map,"(9, 5, 10, 512, 144)","(9, 5, 512, 144)",0,0,0.0,0.00844796,1.734141e-05,6.3437335e-05,1.8959021e-06,0.0025232746,0.00010152492,0.0001815016
MultiCoil,P009_T1map.h5,T1map,"(9, 5, 10, 512, 144)","(9, 5, 512, 144)",0,0,0.0,0.0047539985,1.5624477e-05,4.2900454e-05,1.9543604e-06,0.002297892,6.363823e-05,0.00012959895
MultiCoil,P069_aorta_tra.h5,tra,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,4.2546203e-10,0.0019827054,9.519222e-06,2.2262442e-05,1.398195e-06,0.0014339897,3.6849702e-05,6.7114976e-05
MultiCoil,P036_T1map.h5,T1map,"(9, 5, 10, 512, 144)","(9, 5, 512, 144)",0,0,0.0,0.0064724823,1.862376e-05,5.7641882e-05,2.1843525e-06,0.0039195954,8.578951e-05,0.00017127315
MultiCoil,P027_cine_lax.h5,lax,"(12, 3, 10, 448, 204)","(12, 3, 448, 204)",0,0,1.1378263e-09,0.0076159597,2.373571e-05,7.929746e-05,1.2677534e-06,0.002821375,0.00011466941,0.0002352989
MultiCoil,P028_cine_lax.h5,lax,"(12, 3, 10, 448, 204)","(12, 3, 448, 204)",0,0,8.074942e-10,0.0050699953,2.0460186e-05,5.7845602e-05,1.4951851e-06,0.002697388,8.052134e-05,0.00017653215
MultiCoil,P192_cine_lvot.h5,lvot,"(12, 1, 10, 416, 168)","(12, 1, 416, 168)",0,0,3.2652614e-09,0.006279906,3.522262e-05,8.103096e-05,1.732998e-06,0.0027420414,0.00013897642,0.00024238825
MultiCoil,P169_cine_lvot.h5,lvot,"(12, 1, 10, 416, 168)","(12, 1, 416, 168)",0,0,6.530428e-09,0.0041047074,3.084401e-05,8.21719e-05,1.4629775e-06,0.002101273,0.00015489881,0.00023030871
MultiCoil,P038_T1map.h5,T1map,"(9, 6, 10, 512, 144)","(9, 6, 512, 144)",0,0,0.0,0.006657736,1.5602935e-05,4.1755513e-05,1.9666934e-06,0.003312706,6.2546824e-05,0.00012632353
MultiCoil,P200_T1map.h5,T1map,"(9, 6, 10, 512, 144)","(9, 6, 512, 144)",0,0,0.0,0.008745953,1.7506025e-05,6.5636465e-05,1.7900628e-06,0.002629337,9.6828415e-05,0.00019175607
MultiCoil,P052_cine_lax.h5,lax,"(12, 3, 10, 448, 168)","(12, 3, 448, 168)",0,0,7.425542e-10,0.006795848,2.6476971e-05,7.501224e-05,1.3828165e-06,0.005568564,0.000105212275,0.00022849285
MultiCoil,P110_T2map.h5,T2map,"(3, 5, 10, 384, 116)","(3, 5, 384, 116)",0,0,0.0,0.0050851637,1.057095e-05,3.8362024e-05,1.979086e-06,0.0017868921,5.7819932e-05,0.00011176211
MultiCoil,P074_cine_lax.h5,lax,"(12, 3, 10, 448, 204)","(12, 3, 448, 204)",0,0,1.0697077e-09,0.006762716,2.255069e-05,6.1075916e-05,1.2124257e-06,0.0032567314,8.428732e-05,0.00018783931
MultiCoil,P023_cine_sax.h5,sax,"(12, 10, 10, 512, 204)","(12, 10, 512, 204)",0,0,8.3103574e-10,0.0049303095,1.807523e-05,4.386011e-05,1.9327822e-06,0.0047411504,7.1672e-05,0.00013178537
MultiCoil,P098_aorta_sag.h5,sag,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,1.6009346e-09,0.0037583767,1.9397228e-05,3.95872e-05,1.3246303e-06,0.0028475649,6.104851e-05,0.0001253277
MultiCoil,P117_cine_lax.h5,lax,"(12, 3, 10, 448, 204)","(12, 3, 448, 204)",0,0,3.7485126e-11,0.007269213,1.961484e-05,6.346519e-05,1.3335526e-06,0.0030321449,8.678983e-05,0.00019129345
MultiCoil,P070_aorta_sag.h5,sag,"(12, 10, 10, 416, 168)","(12, 10, 416, 168)",0,0,1.1521809e-09,0.0020527942,2.1579146e-05,3.8634025e-05,1.4799047e-06,0.0020865924,6.2808766e-05,0.00012505002
MultiCoil,P129_cine_sax.h5,sax,"(12, 11, 10, 512, 204)","(12, 11, 512, 204)",0,0,2.0513462e-10,0.00594261,2.1286882e-05,5.7945465e-05,1.708396e-06,0.004036602,8.153094e-05,0.00017737207
MultiCoil,P030_aorta_tra.h5,tra,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,1.370614e-09,0.0035003438,1.9533722e-05,5.0027327e-05,1.2761698e-06,0.0017839428,7.541569e-05,0.00015216929
MultiCoil,P160_T2map.h5,T2map,"(3, 5, 10, 384, 116)","(3, 5, 384, 116)",0,0,0.0,0.004384174,1.3964234e-05,4.4090408e-05,2.3774148e-06,0.0016938687,7.4346666e-05,0.00012594531
MultiCoil,P177_cine_sax.h5,sax,"(12, 11, 10, 512, 246)","(12, 11, 512, 246)",0,0,7.795236e-10,0.008739611,2.2432669e-05,7.65999e-05,1.7090877e-06,0.0031672576,0.00011136665,0.00022650625
MultiCoil,P103_T2map.h5,T2map,"(3, 5, 10, 384, 116)","(3, 5, 384, 116)",0,0,0.0,0.004473909,1.2955329e-05,3.9033202e-05,1.6716269e-06,0.0017453495,6.465808e-05,0.000112843445
MultiCoil,P095_aorta_sag.h5,sag,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,7.689013e-10,0.0023330015,1.5880385e-05,3.5616555e-05,1.6185448e-06,0.0015173348,6.0148108e-05,0.00010765451
MultiCoil,P021_cine_lvot.h5,lvot,"(12, 1, 10, 416, 168)","(12, 1, 416, 168)",0,0,7.106772e-09,0.0045597693,2.7328317e-05,5.3620388e-05,1.432396e-06,0.001880593,0.000102719845,0.0001602138
MultiCoil,P197_T1map.h5,T1map,"(9, 6, 10, 512, 144)","(9, 6, 512, 144)",0,0,0.0,0.0051432103,2.106929e-05,6.745444e-05,2.168867e-06,0.0031331684,0.00010355247,0.00019803322
MultiCoil,P069_cine_sax.h5,sax,"(12, 10, 10, 512, 246)","(12, 10, 512, 246)",0,0,5.049356e-10,0.006327328,2.4240271e-05,6.328304e-05,1.8223662e-06,0.0031904625,0.000100635196,0.00018919779
MultiCoil,P176_T2map.h5,T2map,"(3, 5, 10, 384, 116)","(3, 5, 384, 116)",0,0,0.0,0.0033400238,1.1566859e-05,3.440284e-05,1.971353e-06,0.0012317515,6.130788e-05,9.7029995e-05
MultiCoil,P034_T1map.h5,T1map,"(9, 5, 10, 512, 144)","(9, 5, 512, 144)",0,0,0.0,0.0069922335,1.5649131e-05,5.047937e-05,1.7400595e-06,0.0020912928,8.053132e-05,0.0001464424
MultiCoil,P105_aorta_tra.h5,tra,"(10, 8, 10, 416, 168)","(10, 8, 416, 168)",0,0,0.0,0.0030243937,1.4474324e-05,3.9680162e-05,1.3417101e-06,0.002780899,5.6289093e-05,0.00012112695
MultiCoil,P144_cine_lvot.h5,lvot,"(12, 1, 10, 416, 168)","(12, 1, 416, 168)",0,0,2.3032338e-09,0.0043932996,1.9502098e-05,4.691238e-05,1.4878456e-06,0.0016248235,8.8189685e-05,0.00013428934
MultiCoil,P113_cine_lvot.h5,lvot,"(12, 1, 10, 416, 168)","(12, 1, 416, 168)",0,0,5.661709e-09,0.005638312,2.173459e-05,5.560306e-05,1.5275433e-06,0.0019136498,0.00010466692,0.00015711696
MultiCoil,P086_cine_lax.h5,lax,"(12, 3, 10, 448, 204)","(12, 3, 448, 204)",0,0,1.2189173e-09,0.008518033,2.5815161e-05,8.143118e-05,1.4201454e-06,0.0035201483,0.000103016166,0.00024972428
MultiCoil,P117_aorta_sag.h5,sag,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,3.228314e-10,0.0033125475,1.8961702e-05,3.8867103e-05,1.6465382e-06,0.003861579,6.183779e-05,0.00012197574
MultiCoil,P087_cine_lvot.h5,lvot,"(12, 1, 10, 416, 168)","(12, 1, 416, 168)",0,0,2.7150242e-09,0.00468178,2.5265792e-05,5.8334208e-05,1.5092106e-06,0.0025663543,0.000104826075,0.0001715339
MultiCoil,P151_cine_sax.h5,sax,"(12, 11, 10, 512, 246)","(12, 11, 512, 246)",0,0,4.755808e-11,0.0060594142,2.2772667e-05,6.473806e-05,1.7585983e-06,0.0047908477,8.551882e-05,0.00019945581
MultiCoil,P133_cine_lax.h5,lax,"(12, 3, 10, 448, 204)","(12, 3, 448, 204)",0,0,1.5812764e-09,0.0057855053,2.125681e-05,6.1067156e-05,1.461698e-06,0.0030091163,8.405118e-05,0.00018640254
MultiCoil,P015_T2map.h5,T2map,"(3, 6, 10, 384, 116)","(3, 6, 384, 116)",0,0,0.0,0.003493952,1.1541033e-05,3.647323e-05,1.9555555e-06,0.0018208923,6.0618662e-05,0.00010469141
MultiCoil,P151_T1map.h5,T1map,"(9, 5, 10, 512, 144)","(9, 5, 512, 144)",0,0,0.0,0.0055560833,2.21338e-05,6.527914e-05,2.079087e-06,0.0039441925,9.7387034e-05,0.00019500895
MultiCoil,P126_aorta_sag.h5,sag,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,8.4834817e-10,0.0029876833,1.803531e-05,4.273857e-05,1.547578e-06,0.0025730617,6.492877e-05,0.00013154035
MultiCoil,P156_T2map.h5,T2map,"(3, 6, 10, 384, 116)","(3, 6, 384, 116)",0,0,0.0,0.0034623747,1.3806946e-05,4.2033607e-05,2.1494964e-06,0.0015813228,6.827605e-05,0.00012211854
MultiCoil,P047_aorta_sag.h5,sag,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,1.4271915e-09,0.0033284912,1.3195817e-05,3.0269166e-05,1.4909973e-06,0.0019723158,5.3112966e-05,8.9902955e-05
MultiCoil,P038_cine_lvot.h5,lvot,"(12, 1, 10, 416, 168)","(12, 1, 416, 168)",0,0,2.9905203e-09,0.0072619054,2.9639345e-05,6.37398e-05,1.3481874e-06,0.0030043377,0.000107493084,0.00019457072
MultiCoil,P160_cine_lax.h5,lax,"(12, 3, 10, 448, 204)","(12, 3, 448, 204)",0,0,2.2821365e-09,0.0048449584,2.2439028e-05,6.7324254e-05,1.4194936e-06,0.0030741373,9.696306e-05,0.00020238274
MultiCoil,P157_cine_sax.h5,sax,"(12, 9, 10, 512, 246)","(12, 9, 512, 246)",0,0,1.2682577e-09,0.010761471,2.4605226e-05,8.3868974e-05,1.7897826e-06,0.0031779732,0.00013563484,0.00024082648
MultiCoil,P154_cine_lvot.h5,lvot,"(12, 1, 10, 416, 168)","(12, 1, 416, 168)",0,0,2.0640252e-09,0.0049459925,2.50534e-05,5.708692e-05,1.7535509e-06,0.0023009633,0.00011502744,0.000160108
MultiCoil,P190_T1map.h5,T1map,"(9, 5, 10, 512, 144)","(9, 5, 512, 144)",0,0,0.0,0.005196678,1.962794e-05,4.7718113e-05,1.9010655e-06,0.003651963,7.314534e-05,0.0001458508
MultiCoil,P073_aorta_sag.h5,sag,"(12, 4, 10, 416, 168)","(12, 4, 416, 168)",0,0,1.0199884e-09,0.004294956,2.029804e-05,4.5178203e-05,1.4002999e-06,0.0027419645,7.299194e-05,0.00013857476
MultiCoil,P039_cine_lax.h5,lax,"(12, 3, 10, 448, 168)","(12, 3, 448, 168)",0,0,1.4925228e-09,0.008453935,2.5996373e-05,7.7805744e-05,1.3888862e-06,0.0040914956,0.000109179724,0.00023531938
MultiCoil,P180_cine_sax.h5,sax,"(12, 9, 10, 512, 246)","(12, 9, 512, 246)",0,0,1.873456e-09,0.008001269,2.2693346e-05,8.5695494e-05,1.772894e-06,0.00344155,0.00011850138,0.0002540562
MultiCoil,P039_T1map.h5,T1map,"(9, 5, 10, 512, 144)","(9, 5, 512, 144)",0,0,0.0,0.006206422,1.828553e-05,5.388151e-05,2.1178362e-06,0.0020720642,8.67353e-05,0.0001576476
MultiCoil,P093_cine_lvot.h5,lvot,"(12, 1, 10, 416, 168)","(12, 1, 416, 168)",0,0,7.857747e-09,0.005742466,2.3942866e-05,5.7655336e-05,1.4654757e-06,0.0019065293,0.0001076896,0.00016545979
MultiCoil,P139_aorta_tra.h5,tra,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,3.0397843e-10,0.002667875,1.01140195e-05,2.7338996e-05,1.3122127e-06,0.001682758,4.2308264e-05,8.189717e-05
MultiCoil,P058_T2map.h5,T2map,"(3, 5, 10, 384, 116)","(3, 5, 384, 116)",0,0,0.0,0.0034158817,1.2303652e-05,4.270001e-05,1.8417992e-06,0.0018853483,6.562397e-05,0.0001242586
MultiCoil,P181_aorta_sag.h5,sag,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,6.6043104e-10,0.0025631343,1.7585658e-05,4.064048e-05,1.3144481e-06,0.0018757831,6.4071915e-05,0.00012451438
MultiCoil,P192_aorta_sag.h5,sag,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,1.1369218e-09,0.003313619,2.1180977e-05,3.8874223e-05,1.6436966e-06,0.0024825179,6.282894e-05,0.0001251036
MultiCoil,P031_aorta_sag.h5,sag,"(12, 9, 10, 416, 168)","(12, 9, 416, 168)",0,0,4.0517883e-10,0.0034226025,2.2208764e-05,5.0918952e-05,1.687731e-06,0.002261374,8.1113e-05,0.00015582152
MultiCoil,P019_cine_sax.h5,sax,"(12, 8, 10, 512, 162)","(12, 8, 512, 162)",0,0,1.990754e-09,0.009556507,3.0990916e-05,9.652738e-05,1.9021995e-06,0.0053352546,0.00014384006,0.0002865136
MultiCoil,P137_T2map.h5,T2map,"(3, 5, 10, 384, 116)","(3, 5, 384, 116)",0,0,0.0,0.003813457,1.38271635e-05,4.617234e-05,1.4213214e-06,0.0015678342,7.646308e-05,0.00013184897
MultiCoil,P128_cine_lvot.h5,lvot,"(12, 1, 10, 416, 168)","(12, 1, 416, 168)",0,0,1.7874041e-09,0.003280581,3.0520423e-05,6.913666e-05,1.5839327e-06,0.001963324,0.00012749112,0.0002021379
MultiCoil,P179_aorta_tra.h5,tra,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,6.9181233e-10,0.003123662,8.515017e-06,2.6901e-05,1.3788622e-06,0.0010639875,4.2305976e-05,7.856149e-05
MultiCoil,P069_cine_lvot.h5,lvot,"(12, 1, 10, 416, 168)","(12, 1, 416, 168)",0,0,6.8487926e-09,0.0057600206,4.7580255e-05,8.0216705e-05,1.6243926e-06,0.0043877526,0.00014674597,0.00025583507
MultiCoil,P003_tagging.h5,tagging,"(12, 11, 10, 448, 180)","(12, 11, 448, 180)",0,0,6.5717404e-10,0.0037792255,1.001343e-05,3.0091544e-05,1.1060125e-06,0.0012701555,5.0320385e-05,8.675006e-05
MultiCoil,P110_cine_lvot.h5,lvot,"(12, 1, 10, 416, 168)","(12, 1, 416, 168)",0,0,5.0036966e-09,0.004389961,2.8128707e-05,4.725942e-05,1.3751463e-06,0.0023454,8.851265e-05,0.00014970727
MultiCoil,P035_cine_lax.h5,lax,"(12, 3, 10, 448, 168)","(12, 3, 448, 168)",0,0,2.8377778e-09,0.0061694705,2.3056342e-05,6.692761e-05,1.3457728e-06,0.0025198676,0.0001117303,0.00019397256
MultiCoil,P157_cine_lvot.h5,lvot,"(12, 1, 10, 416, 168)","(12, 1, 416, 168)",0,0,3.2589074e-09,0.0037735049,2.317553e-05,5.6152367e-05,1.6350691e-06,0.0017992727,0.000118461794,0.00015122406
